Wall time,Step,Value
1714822749.742789,100,1.4102574586868286
1714822791.217344,200,0.7729536294937134
1714822833.035126,300,0.6923888325691223
1714822874.989025,400,0.7266287803649902
1714822916.734427,500,0.6164082288742065
1714822958.69211,600,0.6571123600006104
1714823000.263589,700,0.4654679298400879
1714823041.972432,800,0.38640326261520386
1714823083.605736,900,0.47960203886032104
1714823125.356784,1000,0.3642219305038452
1714823169.57469,1100,0.40299904346466064
1714823211.353591,1200,0.4245918393135071
1714823252.933793,1300,0.3718956708908081
1714823294.52366,1400,0.5193061232566833
1714823336.291534,1500,0.41530293226242065
1714823377.747989,1600,0.331672340631485
1714823419.324956,1700,0.4847947955131531
1714823460.870667,1800,0.34813445806503296
1714823502.900488,1900,0.4965364933013916
1714823544.529893,2000,0.43077313899993896
1714823588.277382,2100,0.330570787191391
1714823629.89401,2200,0.43515610694885254
1714823671.713606,2300,0.37969276309013367
1714823713.62765,2400,0.38877469301223755
1714823755.193933,2500,0.36389344930648804
1714823796.904742,2600,0.441184401512146
1714823838.372233,2700,0.36820855736732483
1714823880.151349,2800,0.3946959376335144
1714823921.942992,2900,0.4239829182624817
1714823963.889778,3000,0.3195703625679016
1714824008.419046,3100,0.4079338014125824
1714824050.328637,3200,0.4190622568130493
1715334059.460919,3100,0.35844719409942627
1715334101.009746,3200,0.29070940613746643
1715336436.342025,3100,0.3467954397201538
1715336478.587716,3200,0.32697054743766785
1715336844.258681,3100,0.3887959122657776
1715336886.317979,3200,0.38517168164253235
1715336928.158476,3300,0.38370561599731445
1715336969.825226,3400,0.3551803529262543
1715337012.493487,3500,0.49739259481430054
1715337055.214866,3600,0.3846973180770874
1715337097.598186,3700,0.4026224613189697
1715337140.876171,3800,0.42375409603118896
1715337183.326872,3900,0.3598477244377136
1715337225.721764,4000,0.38610899448394775
1715337270.960054,4100,0.3108254373073578
1715337313.468183,4200,0.2826232612133026
1715337355.8329,4300,0.30035489797592163
1715337398.867979,4400,0.3447278141975403
1715337441.569108,4500,0.4096730053424835
1715337484.150929,4600,0.41107940673828125
1715337526.483995,4700,0.3957173526287079
1715337569.098121,4800,0.3446529507637024
1715337611.649601,4900,0.4152064919471741
1715337654.346609,5000,0.5160341858863831
1715337699.43198,5100,0.39381951093673706
1715337742.011212,5200,0.3050099015235901
1715337784.675789,5300,0.4126301407814026
1715337827.91768,5400,0.392486035823822
1715337870.560688,5500,0.40296006202697754
1715337913.501954,5600,0.2481578290462494
1715337956.426968,5700,0.27293476462364197
1715337999.035255,5800,0.387203574180603
1715338041.972436,5900,0.4208812713623047
1715338084.776414,6000,0.3532963991165161
1715338129.776201,6100,0.44848671555519104
1715338172.341289,6200,0.40842315554618835
1715338215.012681,6300,0.47126901149749756
1715338257.433922,6400,0.39776018261909485
1715513809.539409,6100,0.323020875453949
1715513851.31053,6200,0.2445775866508484
1715513892.606156,6300,0.2693459391593933
1715513933.830396,6400,0.36956310272216797
1715513975.106363,6500,0.45541417598724365
1715514016.719027,6600,0.27879902720451355
1715514058.256801,6700,0.5478810667991638
1715514099.595576,6800,0.4648595154285431
1715514140.69078,6900,0.3122379183769226
1715514182.040157,7000,0.2625451683998108
1715514225.722321,7100,0.3213467001914978
1715514267.509709,7200,0.26425105333328247
1715514308.781123,7300,0.34048664569854736
1715514349.960185,7400,0.41372883319854736
1715514391.317079,7500,0.4786737263202667
1715514432.336512,7600,0.2391808182001114
1715514473.7726,7700,0.27657610177993774
1715514515.199949,7800,0.2988889217376709
1715514556.620108,7900,0.3135908246040344
1715514597.642721,8000,0.3933771848678589
1715514641.799005,8100,0.290787935256958
1715514683.068129,8200,0.3500041365623474
1715514724.726766,8300,0.31180310249328613
1715514765.922819,8400,0.32207104563713074
1715514807.046732,8500,0.3180921673774719
1715514848.353873,8600,0.3114672899246216
1715514889.530208,8700,0.31080004572868347
1715514932.0313,8800,0.3043515086174011
1715516197.850047,8100,0.203969806432724
1715516239.169483,8200,0.26854410767555237
1715516280.595464,8300,0.30293840169906616
1715516321.702172,8400,0.22393296658992767
1715516362.835847,8500,0.29322361946105957
1715516403.818382,8600,0.28386586904525757
1715516445.031221,8700,0.3708571195602417
1715516486.748843,8800,0.32629168033599854
1715516528.130003,8900,0.22167715430259705
1715516569.384876,9000,0.32132238149642944
1715516613.899504,9100,0.26132509112358093
1715516655.358365,9200,0.23696668446063995
1715516699.121509,9300,0.47327756881713867
1715516740.608627,9400,0.3326144218444824
1715516781.427301,9500,0.3354450464248657
1715516822.745228,9600,0.3705361485481262
1715516864.036425,9700,0.2737554907798767
1715516905.945847,9800,0.2271481454372406
1715516947.057385,9900,0.35630884766578674
1715516988.421313,10000,0.27475541830062866
1715517031.743126,10100,0.3098839223384857
1715517073.264048,10200,0.2507214844226837
1715517114.482858,10300,0.3140178322792053
1715517156.260446,10400,0.36425864696502686
1715517887.33322,10100,0.26873156428337097
1715517928.029653,10200,0.4417564868927002
1715517969.444442,10300,0.3185924291610718
1715518010.446763,10400,0.32425975799560547
1715518052.353912,10500,0.28906363248825073
1715518093.458811,10600,0.2959118187427521
1715518134.80099,10700,0.27113038301467896
1715518175.876849,10800,0.26955941319465637
1715518217.151533,10900,0.3402273654937744
1715518258.455333,11000,0.28321027755737305
1715518302.485936,11100,0.2579893171787262
1715518343.381357,11200,0.27500954270362854
1715518384.758132,11300,0.24861255288124084
1715518425.660305,11400,0.20764732360839844
1715518466.954773,11500,0.2656898498535156
1715518508.341705,11600,0.2678535282611847
1715518549.797222,11700,0.34068426489830017
1715518590.78249,11800,0.30924779176712036
1715518632.066772,11900,0.2878483533859253
1715518672.929161,12000,0.28211942315101624
1715518717.617517,12100,0.2080022543668747
1715518758.700049,12200,0.23150703310966492
1715518799.853706,12300,0.25188761949539185
1715518840.922826,12400,0.334967702627182
1715518882.23098,12500,0.20798228681087494
1715518923.38221,12600,0.2376764416694641
1715518965.380205,12700,0.2347656935453415
1715519006.561593,12800,0.3147274851799011
1715519048.011986,12900,0.29474398493766785
1715519089.010463,13000,0.2728424668312073
1715519133.024022,13100,0.28152939677238464
1715519174.561812,13200,0.2532913386821747
1715519215.670202,13300,0.24031561613082886
1715519256.952241,13400,0.21326734125614166
1715519298.009248,13500,0.26336807012557983
1715519339.349355,13600,0.38523340225219727
1715519380.243105,13700,0.20923100411891937
1715519421.909159,13800,0.30016517639160156
1715519462.87205,13900,0.2872363328933716
1715519504.109642,14000,0.27912288904190063
1715519547.245901,14100,0.1836135983467102
1715937351.043503,14100,0.21101297438144684
1715937391.589863,14200,0.24776417016983032
1715937432.166706,14300,0.263071745634079
1715937473.292263,14400,0.30206236243247986
1715937514.352861,14500,0.22599445283412933
1715937555.605231,14600,0.34182798862457275
1715937596.573012,14700,0.24299666285514832
1715937637.938541,14800,0.3537112772464752
1715937679.412013,14900,0.27120527625083923
1715937720.906427,15000,0.21508489549160004
1715937764.862071,15100,0.19836737215518951
1715937806.091158,15200,0.253593772649765
1715937847.507498,15300,0.21726763248443604
1715937888.670317,15400,0.2763913571834564
1715937930.020247,15500,0.23654568195343018
1715937971.002411,15600,0.3241158127784729
1715938012.73207,15700,0.24298037588596344
1715938054.151462,15800,0.23613587021827698
1715938095.2131,15900,0.2544895112514496
1715938136.723088,16000,0.26243606209754944
1715938180.179086,16100,0.2536969482898712
1715938221.686833,16200,0.22742928564548492
1715938263.181853,16300,0.17603547871112823
1715938304.474829,16400,0.27959880232810974
1715938346.101065,16500,0.2736971974372864
1715938387.385349,16600,0.21971987187862396
1715938428.933996,16700,0.22116190195083618
1715938470.009594,16800,0.22692511975765228
1715938511.673908,16900,0.33731603622436523
1715938552.773058,17000,0.260466605424881
1715938596.846949,17100,0.27529990673065186
1715938638.14583,17200,0.1981746405363083
1715938679.887897,17300,0.20512773096561432
1715938721.46957,17400,0.25313183665275574
1715938762.497191,17500,0.23597894608974457
1715938803.973178,17600,0.2863268256187439
1715938844.990697,17700,0.2257377952337265
1715938886.541181,17800,0.25607749819755554
1715938927.795118,17900,0.2012789249420166
1715938969.270001,18000,0.3233811557292938
1715939013.28674,18100,0.2223394364118576
