Wall time,Step,Value
1714822749.74153,100,0.022652186453342438
1714822791.215979,200,0.022660525515675545
1714822833.033253,300,0.02266906388103962
1714822874.987505,400,0.022677190601825714
1714822916.732965,500,0.022679585963487625
1714822958.690577,600,0.022691022604703903
1714823000.262037,700,0.022695770487189293
1714823041.971203,800,0.02270972542464733
1714823083.604548,900,0.02271842770278454
1714823125.352488,1000,0.022733619436621666
1714823169.573113,1100,0.02275228500366211
1714823211.352389,1200,0.02277679368853569
1714823252.932556,1300,0.022817160934209824
1714823294.522449,1400,0.022866325452923775
1714823336.290219,1500,0.02291109785437584
1714823377.746692,1600,0.022964300587773323
1714823419.323712,1700,0.023041829466819763
1714823460.869203,1800,0.023146923631429672
1714823502.899053,1900,0.023253118619322777
1714823544.528692,2000,0.02336389198899269
1714823588.274667,2100,0.023484766483306885
1714823629.892695,2200,0.02364039421081543
1714823671.712342,2300,0.023809198290109634
1714823713.626383,2400,0.02399851381778717
1714823755.192084,2500,0.02418424002826214
1714823796.90298,2600,0.024366268888115883
1714823838.370753,2700,0.02457255683839321
1714823880.14971,2800,0.024757683277130127
1714823921.941064,2900,0.024904854595661163
1714823963.888556,3000,0.025067193433642387
1714824008.417776,3100,0.025236811488866806
1714824050.324482,3200,0.025380536913871765
1715334059.459451,3100,0.02519601583480835
1715334101.008525,3200,0.025333352386951447
1715336436.340478,3100,0.025247488170862198
1715336478.58642,3200,0.02538934163749218
1715336844.25571,3100,0.025179864838719368
1715336886.316685,3200,0.02533557265996933
1715336928.157204,3300,0.02548336051404476
1715336969.823698,3400,0.02563237026333809
1715337012.492211,3500,0.025794684886932373
1715337055.212884,3600,0.025960100814700127
1715337097.596947,3700,0.02609003707766533
1715337140.87483,3800,0.02619314007461071
1715337183.325406,3900,0.026288434863090515
1715337225.717972,4000,0.026393156498670578
1715337270.958749,4100,0.02650824747979641
1715337313.466525,4200,0.026638854295015335
1715337355.83158,4300,0.026733577251434326
1715337398.866143,4400,0.026833750307559967
1715337441.567829,4500,0.026951398700475693
1715337484.149723,4600,0.02704569138586521
1715337526.482401,4700,0.027126524597406387
1715337569.09682,4800,0.027224717661738396
