Wall time,Step,Value
1715338257.431408,6400,0.23127098381519318
1715513809.536748,6100,0.19162634015083313
1715513851.307544,6200,0.14658448100090027
1715513892.602495,6300,0.15718907117843628
1715513933.827025,6400,0.21292255818843842
1715513975.103876,6500,0.2593410015106201
1715514016.716489,6600,0.17188045382499695
1715514058.250665,6700,0.29937076568603516
1715514099.589532,6800,0.2698405683040619
1715514140.687965,6900,0.19304360449314117
1715514182.035135,7000,0.16306506097316742
1715514225.719436,7100,0.19496838748455048
1715514267.507242,7200,0.1521458774805069
1715514308.778068,7300,0.20797306299209595
1715514349.957443,7400,0.2441626489162445
1715514391.313351,7500,0.2548292279243469
1715514432.334093,7600,0.153670072555542
1715514473.769766,7700,0.17500929534435272
1715514515.191379,7800,0.1850026398897171
1715514556.617558,7900,0.1967908889055252
1715514597.639654,8000,0.2225717157125473
1715514641.795038,8100,0.17067067325115204
1715514683.062589,8200,0.2234300822019577
1715514724.723969,8300,0.17850174009799957
1715514765.919348,8400,0.20185916125774384
1715514807.044119,8500,0.19754484295845032
1715514848.350208,8600,0.1972387433052063
1715514889.52564,8700,0.18041470646858215
1715514932.026467,8800,0.16994814574718475
1715516197.847548,8100,0.1272968351840973
1715516239.166275,8200,0.16310016810894012
1715516280.592694,8300,0.18139156699180603
1715516321.699092,8400,0.13890281319618225
1715516362.833419,8500,0.18272992968559265
1715516403.815157,8600,0.1897163689136505
1715516445.025452,8700,0.2055446356534958
1715516486.745687,8800,0.21819667518138885
1715516528.126474,8900,0.14177833497524261
1715516569.377292,9000,0.17175579071044922
1715516613.896864,9100,0.16072788834571838
1715516655.355889,9200,0.14454035460948944
1715516699.118639,9300,0.2427135705947876
1715516740.605926,9400,0.1979360580444336
1715516781.423665,9500,0.19824904203414917
1715516822.74245,9600,0.2310848981142044
1715516864.03337,9700,0.159938246011734
1715516905.939827,9800,0.14089162647724152
1715516947.054701,9900,0.19648678600788116
1715516988.418673,10000,0.15781643986701965
1715517031.736968,10100,0.18823017179965973
1715517073.260862,10200,0.14260993897914886
1715517114.479615,10300,0.18626180291175842
1715517156.257979,10400,0.21805039048194885
1715517887.33067,10100,0.17194004356861115
1715517928.027213,10200,0.24470269680023193
1715517969.441939,10300,0.18871952593326569
1715518010.444044,10400,0.20362360775470734
1715518052.351421,10500,0.17774400115013123
1715518093.456194,10600,0.17286303639411926
1715518134.793509,10700,0.16224053502082825
1715518175.87425,10800,0.17081642150878906
1715518217.148913,10900,0.21090270578861237
1715518258.449992,11000,0.18883046507835388
1715518302.483413,11100,0.1521865874528885
1715518343.378211,11200,0.17409923672676086
1715518384.755524,11300,0.15690229833126068
1715518425.656793,11400,0.13338881731033325
1715518466.952266,11500,0.16563676297664642
1715518508.337961,11600,0.164530947804451
1715518549.794712,11700,0.20510396361351013
1715518590.775088,11800,0.1938064992427826
1715518632.064159,11900,0.17903469502925873
1715518672.925163,12000,0.17216672003269196
1715518717.613037,12100,0.12717090547084808
1715518758.69628,12200,0.14125336706638336
1715518799.850952,12300,0.14971646666526794
1715518840.919638,12400,0.2173115313053131
1715518882.228484,12500,0.13326311111450195
1715518923.379256,12600,0.15388432145118713
1715518965.37771,12700,0.12564976513385773
1715519006.558689,12800,0.20169419050216675
1715519048.004773,12900,0.17288057506084442
1715519089.00733,13000,0.17318281531333923
1715519133.021447,13100,0.16093942523002625
1715519174.557141,13200,0.15047769248485565
1715519215.667688,13300,0.14525221288204193
1715519256.9488,13400,0.1392785757780075
1715519298.006528,13500,0.15895894169807434
1715519339.345185,13600,0.23462235927581787
1715519380.240703,13700,0.1289212852716446
1715519421.906444,13800,0.1850980967283249
1715519462.869473,13900,0.17532221972942352
1715519504.102933,14000,0.16405992209911346
1715519547.242933,14100,0.11004839837551117
1715937351.040974,14100,0.13809794187545776
1715937391.586463,14200,0.15353704988956451
1715937432.164188,14300,0.15490871667861938
1715937473.288983,14400,0.17963160574436188
1715937514.350354,14500,0.13930998742580414
1715937555.602759,14600,0.1895996332168579
1715937596.567162,14700,0.14330622553825378
1715937637.936138,14800,0.190582275390625
1715937679.409071,14900,0.16552670300006866
1715937720.902143,15000,0.1339917927980423
1715937764.859608,15100,0.12488310039043427
1715937806.088735,15200,0.1566711813211441
1715937847.505039,15300,0.13801023364067078
1715937888.666988,15400,0.1583212912082672
1715937930.017792,15500,0.15376009047031403
1715937970.99943,15600,0.2061847746372223
1715938012.729637,15700,0.14109808206558228
1715938054.140464,15800,0.13779227435588837
1715938095.210625,15900,0.14236433804035187
1715938136.720694,16000,0.16575680673122406
1715938180.173443,16100,0.15732087194919586
1715938221.684437,16200,0.14589649438858032
1715938263.178699,16300,0.11234750598669052
1715938304.472243,16400,0.1584635078907013
1715938346.097508,16500,0.16237983107566833
1715938387.382691,16600,0.1342596560716629
1715938428.930344,16700,0.13707774877548218
1715938470.007027,16800,0.13921689987182617
1715938511.668829,16900,0.2109631448984146
1715938552.770539,17000,0.15263932943344116
1715938596.844298,17100,0.17340388894081116
1715938638.14108,17200,0.13073796033859253
1715938679.88551,17300,0.12689831852912903
1715938721.467125,17400,0.15257099270820618
1715938762.494663,17500,0.14569653570652008
1715938803.970677,17600,0.16426235437393188
1715938844.988226,17700,0.13569600880146027
1715938886.538675,17800,0.15660202503204346
1715938927.791,17900,0.12507401406764984
1715938969.263438,18000,0.1936231404542923
1715939013.282889,18100,0.13779878616333008
