Wall time,Step,Value
1714822749.738754,100,0.5009377002716064
1714822791.213172,200,0.2520427107810974
1714822833.02951,300,0.2242346554994583
1714822874.98086,400,0.2603856325149536
1714822916.73003,500,0.20161207020282745
1714822958.687439,600,0.24334003031253815
1714823000.255258,700,0.16103024780750275
1714823041.968781,800,0.11169013381004333
1714823083.602107,900,0.15216396749019623
1714823125.349896,1000,0.1186116486787796
1714823169.567778,1100,0.11672842502593994
1714823211.349738,1200,0.13988541066646576
1714823252.930013,1300,0.10964945703744888
1714823294.519908,1400,0.18971148133277893
1714823336.284713,1500,0.14682546257972717
1714823377.743937,1600,0.09214545041322708
1714823419.321126,1700,0.16600139439105988
1714823460.861986,1800,0.11286665499210358
1714823502.896586,1900,0.19421401619911194
1714823544.52617,2000,0.1557246595621109
1714823588.271139,2100,0.1155061423778534
1714823629.889489,2200,0.16913631558418274
1714823671.709507,2300,0.13446642458438873
1714823713.623917,2400,0.14501194655895233
1714823755.188373,2500,0.11382641643285751
1714823796.896343,2600,0.15087586641311646
1714823838.36762,2700,0.11107072979211807
1714823880.146045,2800,0.13437162339687347
1714823921.930982,2900,0.154375359416008
1714823963.88586,3000,0.08635280281305313
1714824008.415297,3100,0.14494068920612335
1714824050.321792,3200,0.15452463924884796
1715334059.45638,3100,0.12058759480714798
1715334101.006095,3200,0.0830649808049202
1715336436.337404,3100,0.12242122739553452
1715336478.583794,3200,0.1081252321600914
1715336844.250148,3100,0.139364555478096
1715336886.314018,3200,0.13133865594863892
1715336928.154201,3300,0.11019481718540192
1715336969.817296,3400,0.12169691175222397
1715337012.489611,3500,0.1480349451303482
1715337055.208619,3600,0.1413087248802185
1715337097.59066,3700,0.1442897468805313
1715337140.872043,3800,0.15384158492088318
1715337183.322115,3900,0.12120628356933594
1715337225.715308,4000,0.13070236146450043
1715337270.956088,4100,0.09801558405160904
1715337313.463208,4200,0.07806741446256638
1715337355.828773,4300,0.09692525118589401
1715337398.861859,4400,0.09568099677562714
1715337441.562259,4500,0.13996608555316925
1715337484.147247,4600,0.14292602241039276
1715337526.479215,4700,0.14606615900993347
1715337569.091098,4800,0.10766368359327316
1715337611.645819,4900,0.1399407684803009
1715337654.342887,5000,0.20383986830711365
1715337699.426782,5100,0.12864898145198822
1715337742.006299,5200,0.09915070980787277
1715337784.671769,5300,0.153146430850029
1715337827.913258,5400,0.1330481618642807
1715337870.554879,5500,0.13079576194286346
1715337913.494508,5600,0.06417476385831833
1715337956.423162,5700,0.07389047741889954
1715337999.029289,5800,0.11676838994026184
1715338041.965035,5900,0.15199622511863708
1715338084.772295,6000,0.10956220328807831
1715338129.77106,6100,0.1618315428495407
1715338172.334342,6200,0.14003658294677734
1715338215.007102,6300,0.20521186292171478
1715338257.43017,6400,0.1381673961877823
1715513809.535295,6100,0.10324159264564514
1715513851.305897,6200,0.06979180872440338
1715513892.601002,6300,0.08387059718370438
1715513933.821729,6400,0.1283041387796402
1715513975.102646,6500,0.16769249737262726
1715514016.715142,6600,0.07847429066896439
1715514058.249289,6700,0.22002069652080536
1715514099.58747,6800,0.16650237143039703
1715514140.686727,6900,0.09063126146793365
1715514182.033915,7000,0.07089339196681976
1715514225.718017,7100,0.09776917099952698
1715514267.505948,7200,0.08346035331487656
1715514308.776592,7300,0.10383029282093048
1715514349.956193,7400,0.14084553718566895
1715514391.306758,7500,0.19508972764015198
1715514432.332864,7600,0.05670849606394768
1715514473.768497,7700,0.07272370159626007
1715514515.190096,7800,0.08500593900680542
1715514556.616326,7900,0.08789932727813721
1715514597.637953,8000,0.1418844610452652
1715514641.793801,8100,0.09115207195281982
1715514683.060706,8200,0.09760356694459915
1715514724.722543,8300,0.10432197898626328
1715514765.917327,8400,0.09121079742908478
1715514807.042567,8500,0.09148864448070526
1715514848.344735,8600,0.08514145761728287
1715514889.524025,8700,0.1012517437338829
1715514932.024653,8800,0.10522168129682541
1715516197.846213,8100,0.04774312302470207
1715516239.164737,8200,0.0764828622341156
1715516280.591352,8300,0.09255873411893845
1715516321.692949,8400,0.05597998946905136
1715516362.832155,8500,0.08140557259321213
1715516403.813664,8600,0.06501968204975128
1715516445.024111,8700,0.13617096841335297
1715516486.744155,8800,0.07893745601177216
1715516528.124735,8900,0.05072794482111931
1715516569.375655,9000,0.12036296725273132
1715516613.895643,9100,0.07133010029792786
1715516655.354631,9200,0.06310844421386719
1715516699.117003,9300,0.2012309432029724
1715516740.604508,9400,0.10529690235853195
1715516781.414399,9500,0.10781362652778625
1715516822.741021,9600,0.11003671586513519
1715516864.027995,9700,0.08438018709421158
1715516905.938444,9800,0.05681222677230835
1715516947.053341,9900,0.13035517930984497
1715516988.417333,10000,0.08747200667858124
1715517031.735441,10100,0.09216272085905075
1715517073.259496,10200,0.0786161795258522
1715517114.477975,10300,0.09824272245168686
1715517156.256704,10400,0.11669880896806717
1715517887.329333,10100,0.06733016669750214
1715517928.025814,10200,0.1675337702035904
1715517969.440614,10300,0.10031076520681381
1715518010.43816,10400,0.09105207771062851
1715518052.350136,10500,0.08169087767601013
1715518093.454936,10600,0.0934133306145668
1715518134.791694,10700,0.07926354557275772
1715518175.873027,10800,0.06910812109708786
1715518217.147568,10900,0.09969384968280792
1715518258.448728,11000,0.06475810706615448
1715518302.482155,11100,0.07617520540952682
1715518343.376676,11200,0.07128135859966278
1715518384.754069,11300,0.062088463455438614
1715518425.653436,11400,0.044633928686380386
1715518466.946961,11500,0.07041963934898376
1715518508.33587,11600,0.0736590102314949
1715518549.793337,11700,0.10591697692871094
1715518590.773471,11800,0.08577471226453781
1715518632.062821,11900,0.07913734018802643
1715518672.922949,12000,0.08027851581573486
1715518717.611752,12100,0.051164060831069946
1715518758.694383,12200,0.06057799234986305
1715518799.84969,12300,0.0724983811378479
1715518840.918117,12400,0.0879647433757782
1715518882.227219,12500,0.0450575053691864
1715518923.370556,12600,0.054140109568834305
1715518965.376392,12700,0.07948553562164307
1715519006.557217,12800,0.08339335024356842
1715519048.003407,12900,0.09222161769866943
1715519089.005658,13000,0.07002068310976028
1715519133.020178,13100,0.09095882624387741
1715519174.555647,13200,0.07317251712083817
1715519215.666405,13300,0.06539124250411987
1715519256.946912,13400,0.04430864751338959
1715519298.005165,13500,0.07473456114530563
1715519339.343355,13600,0.12093360722064972
1715519380.235789,13700,0.050648607313632965
1715519421.905177,13800,0.0854298323392868
1715519462.868169,13900,0.08228325098752975
1715519504.101675,14000,0.08542284369468689
1715519547.241388,14100,0.04394730553030968
1715937351.0397,14100,0.04329545050859451
1715937391.584793,14200,0.06463875621557236
1715937432.162676,14300,0.07858782261610031
1715937473.282576,14400,0.0928722470998764
1715937514.349144,14500,0.05713022127747536
1715937555.601499,14600,0.12267683446407318
1715937596.565945,14700,0.07015674561262131
1715937637.934902,14800,0.13356824219226837
1715937679.40754,14900,0.07613014429807663
1715937720.900891,15000,0.05157845839858055
1715937764.858006,15100,0.04399464279413223
1715937806.087463,15200,0.06739829480648041
1715937847.503782,15300,0.04974650219082832
1715937888.665481,15400,0.08857487887144089
1715937930.013259,15500,0.05331968888640404
1715937970.995881,15600,0.088467538356781
1715938012.728244,15700,0.07243521511554718
1715938054.138804,15800,0.0689031258225441
1715938095.209401,15900,0.08270199596881866
1715938136.719492,16000,0.06726191937923431
1715938180.172028,16100,0.06697887182235718
1715938221.683185,16200,0.05213894695043564
1715938263.176747,16300,0.0343015119433403
1715938304.47097,16400,0.09179181605577469
1715938346.095795,16500,0.0820276290178299
1715938387.376724,16600,0.05619991198182106
1715938428.928496,16700,0.05484313517808914
1715938470.005698,16800,0.05849335342645645
1715938511.667588,16900,0.097148098051548
1715938552.769306,17000,0.07863406091928482
1715938596.842762,17100,0.07271047681570053
1715938638.13938,17200,0.03826572373509407
1715938679.884311,17300,0.049075230956077576
1715938721.465874,17400,0.07145099341869354
1715938762.493373,17500,0.061170294880867004
1715938803.969361,17600,0.09298597276210785
1715938844.983509,17700,0.060946978628635406
1715938886.537408,17800,0.07035092264413834
1715938927.788805,17900,0.047070104628801346
1715938969.262101,18000,0.1006525531411171
1715939013.28111,18100,0.0554715059697628
